month,day,number,amount
4,5,201303,1
4,5,220109,2
4,5,231102,1
4,5,301303,1
4,5,201101,1
4,5,220605,1
4,5,220502,1
4,5,200701,1
4,5,150102,1
4,5,301301,3
4,5,220108,2
4,5,311402,1
4,5,150504,1
4,5,300601,1
4,5,220510,1
4,5,220515,1
4,5,200607,1
4,5,230502,2
4,5,340803,1
4,5,100202,2
4,5,220607,1
4,5,230401,1
4,5,151003,1
4,5,230599,2
4,5,201405,1
4,5,220601,1
4,5,220104,1
4,5,220206,1
4,5,201102,2
4,5,301603,2
4,5,151813,1
4,5,200703,1
4,5,300801,1
4,5,201299,1
4,5,210402,1
4,5,220199,1
4,6,220708,1
4,6,120313,4
4,6,230901,4
4,6,120105,7
4,6,120102,17
4,6,120104,15
4,6,210402,1
4,6,220403,1
4,6,201501,2
4,6,220512,1
4,6,120106,8
4,6,151501,1
4,6,201505,1
4,6,220799,3
4,6,220208,1
4,6,220302,7
4,6,200902,2
4,6,152101,3
4,6,220307,2
4,6,301603,3
4,6,150503,2
4,6,201101,1
4,6,100101,6
4,6,120201,2
4,6,220102,1
4,6,220305,1
4,6,201107,2
4,6,200105,2
4,6,151305,1
4,6,200502,1
4,6,301802,3
4,6,220106,4
4,6,231301,1
4,6,200807,1
4,6,301701,1
4,6,210501,1
4,6,220108,1
4,6,151813,2
4,6,220399,1
4,6,120205,2
4,6,200803,1
4,6,332110,1
4,6,200602,1
4,6,150504,2
4,6,220405,3
4,6,151803,3
4,6,120101,9
4,6,300206,2
4,6,151503,2
4,6,220105,1
4,6,220402,1
4,6,150505,1
4,6,120204,2
4,6,201201,1
4,6,130603,3
4,6,340207,1
4,6,220111,1
4,6,120307,1
4,6,201302,2
4,6,200709,1
4,6,200706,1
4,6,151806,1
4,6,200103,1
4,6,200501,1
4,6,311701,1
4,6,110106,2
4,6,220101,1
4,6,300204,1
4,6,220109,1
4,6,120309,2
4,6,200506,1
4,6,151704,1
4,6,230199,1
4,6,201102,2
4,6,220702,1
4,6,231601,2
4,6,220599,1
4,6,200101,1
4,6,120305,1
4,6,311008,1
4,6,311405,1
4,6,210301,1
4,6,120303,3
4,6,120103,2
4,6,230302,1
4,6,200201,3
4,6,130801,2
4,6,311001,1
4,6,151903,1
4,6,220603,1
4,6,300102,1
4,6,200805,1
4,6,151301,1
4,6,220513,1
4,6,220104,1
4,6,130201,1
4,6,151902,1
4,6,201111,1
4,6,301303,1
4,6,301608,1
4,6,230602,1
4,6,300704,1
4,6,220515,1
4,6,100402,1
4,6,151905,1
4,6,210603,1
4,6,151809,1
4,6,210699,1
4,6,301302,1
4,6,300601,1
4,6,332003,1
4,6,200204,1
4,6,150502,2
4,6,151701,1
4,6,100102,1
4,6,220299,1
4,6,220499,1
4,6,311704,1
4,6,201103,2
4,6,301304,1
4,6,230203,1
4,6,151804,1
4,6,231404,1
4,6,201303,1
4,6,201401,1
4,6,220511,1
4,7,300801,1
4,7,220208,8
4,7,300602,3
4,7,201303,3
4,7,120101,17
4,7,130801,8
4,7,220905,1
4,7,100402,7
4,7,200902,7
4,7,301804,1
4,7,120301,2
4,7,200906,1
4,7,220799,4
4,7,301603,12
4,7,120105,7
4,7,301802,5
4,7,151701,3
4,7,220802,2
4,7,220101,1
4,7,151803,1
4,7,151799,3
4,7,201302,1
4,7,200803,2
4,7,231301,1
4,7,120306,10
4,7,230101,3
4,7,120104,24
4,7,151810,4
4,7,201111,6
4,7,120501,2
4,7,301608,5
4,7,120201,5
4,7,231102,4
4,7,151805,1
4,7,100101,6
4,7,151806,3
4,7,201103,4
4,7,120102,25
4,7,210505,2
4,7,231103,1
4,7,301602,2
4,7,120109,1
4,7,201107,5
4,7,201401,1
4,7,340802,2
4,7,220106,7
4,7,151103,1
4,7,120302,3
4,7,200201,2
4,7,200301,3
4,7,150502,4
4,7,150504,5
4,7,220499,6
4,7,150505,1
4,7,301301,2
4,7,231404,1
4,7,301806,1
4,7,200711,1
4,7,200905,1
4,7,220111,4
4,7,220512,2
4,7,220514,1
4,7,200105,1
4,7,201306,5
4,7,151099,3
4,7,120307,11
4,7,200903,2
4,7,220405,5
4,7,100104,2
4,7,201199,1
4,7,220307,2
4,7,220403,4
4,7,220601,3
4,7,210507,1
4,7,201299,1
4,7,301102,1
4,7,130603,1
4,7,152101,6
4,7,200505,2
4,7,151802,1
4,7,220302,11
4,7,120309,2
4,7,230304,1
4,7,120204,1
4,7,120106,9
4,7,200501,2
4,7,220801,4
4,7,220402,1
4,7,201102,2
4,7,220701,2
4,7,301609,1
4,7,300802,1
4,7,152104,3
4,7,220113,1
4,7,200807,1
4,7,150101,2
4,7,120303,4
4,7,120313,4
4,7,220606,2
4,7,220205,5
4,7,220406,1
4,7,120205,2
4,7,130101,4
4,7,221202,2
4,7,200805,1
4,7,151813,2
4,7,342604,1
4,7,100102,2
4,7,201109,1
4,7,220199,2
4,7,343201,1
4,7,100504,2
4,7,151503,1
4,7,220399,1
4,7,220506,1
4,7,310899,1
4,7,220201,1
4,7,220605,1
4,7,200607,1
4,7,220202,1
4,7,201405,1
4,7,200809,1
4,7,150404,2
4,7,200709,1
4,7,201105,1
4,7,130803,1
4,7,220515,1
4,7,221099,1
4,7,311604,1
4,7,200199,1
4,7,220204,1
4,7,220710,1
4,7,120103,3
4,7,151809,2
4,7,343101,1
4,7,230901,1
4,7,231201,1
4,7,301801,1
4,7,150802,1
4,7,200202,1
4,7,300206,1
4,7,231602,1
4,7,220501,1
4,7,220702,1
4,7,220109,1
4,7,130201,1
4,7,201404,2
4,7,220102,1
4,7,220599,1
4,7,151804,1
4,7,220112,1
4,7,300804,1
4,7,201399,1
4,7,110204,1
4,7,150902,1
4,7,220104,2
4,7,230203,1
4,7,230102,1
4,7,220902,1
4,7,100502,1
4,7,220708,1
4,7,151004,1
4,7,200601,1
4,7,201112,1
4,7,220110,1
4,7,230301,1
4,8,342306,1
4,8,220607,5
4,8,230901,8
4,8,210302,1
4,8,301805,1
4,8,221004,1
4,8,120104,44
4,8,152101,13
4,8,200805,1
4,8,201103,2
4,8,120313,19
4,8,100104,5
4,8,200601,1
4,8,220208,3
4,8,120309,11
4,8,201104,1
4,8,220205,11
4,8,120102,27
4,8,120307,13
4,8,210402,1
4,8,301602,4
4,8,120101,13
4,8,100101,7
4,8,331504,1
4,8,120301,2
4,8,130801,6
4,8,301606,4
4,8,300601,2
4,8,210503,1
4,8,120105,14
4,8,220503,2
4,8,300203,1
4,8,200201,2
4,8,301608,6
4,8,120106,7
4,8,201404,3
4,8,300202,1
4,8,300801,2
4,8,220605,6
4,8,150103,2
4,8,200907,1
4,8,201304,1
4,8,150501,7
4,8,201401,2
4,8,221202,2
4,8,220707,1
4,8,300602,3
4,8,220306,1
4,8,220302,8
4,8,200804,1
4,8,230302,2
4,8,201111,2
4,8,220298,1
4,8,150503,1
4,8,220399,2
4,8,300701,1
4,8,151704,3
4,8,301804,3
4,8,301802,1
4,8,100402,2
4,8,200803,3
4,8,200902,3
4,8,220110,1
4,8,220106,1
4,8,220506,1
4,8,301801,2
4,8,231102,1
4,8,231601,1
4,8,120204,4
4,8,220499,2
4,8,220504,2
4,8,220199,2
4,8,300605,1
4,8,220301,5
4,8,150509,1
4,8,220513,1
4,8,220708,1
4,8,220111,2
4,8,110201,2
4,8,151799,1
4,8,201003,1
4,8,220403,1
4,8,220599,1
4,8,220109,2
4,8,220515,1
4,8,220107,3
4,8,201403,1
4,8,120205,4
4,8,150504,3
4,8,200806,1
4,8,301603,7
4,8,301301,2
4,8,300802,1
4,8,221003,3
4,8,301303,3
4,8,120302,1
4,8,301102,1
4,8,220902,2
4,8,230204,1
4,8,151701,1
4,8,151803,1
4,8,120501,2
4,8,201002,1
4,8,220402,1
4,8,201105,1
4,8,200706,2
4,8,220703,1
4,8,150801,1
4,8,210601,1
4,8,301609,1
4,8,201302,3
4,8,230304,1
4,8,151813,2
4,8,200801,1
4,8,150506,1
4,8,120201,5
4,8,150102,1
4,8,201107,1
4,8,210801,1
4,8,220405,1
4,8,151802,3
4,8,100103,1
4,8,201306,1
4,8,220305,1
4,8,301604,1
4,8,100404,2
4,8,210699,1
4,8,200105,1
4,8,200599,1
4,8,220608,1
4,8,220710,1
4,8,201299,1
4,8,312001,1
4,8,120303,2
4,8,220299,1
4,8,230103,1
4,8,200608,1
4,8,150505,1
4,8,230399,1
4,8,231702,1
4,8,220606,1
4,8,120305,1
4,8,150502,2
4,8,201307,1
4,8,341504,1
4,8,220603,1
4,8,230301,1
4,8,150104,1
4,8,210502,1
4,8,200603,1
4,8,220102,1
4,8,220801,1
4,8,220108,1
4,10,200805,2
4,10,120102,19
4,10,201404,1
4,10,120302,2
4,10,220405,3
4,10,220102,2
4,10,220202,3
4,10,120305,2
4,10,151813,1
4,10,150504,7
4,10,120104,25
4,10,301301,4
4,10,220799,2
4,10,120103,3
4,10,200706,1
4,10,220402,1
4,10,150501,3
4,10,220205,3
4,10,150105,1
4,10,120105,6
4,10,120306,3
4,10,201303,1
4,10,311008,1
4,10,120107,1
4,10,200903,1
4,10,120307,4
4,10,210601,1
4,10,220106,2
4,10,220206,2
4,10,220599,2
4,10,100101,5
4,10,120101,15
4,10,220499,4
4,10,120106,3
4,10,220111,5
4,10,152101,7
4,10,120301,3
4,10,200601,1
4,10,301302,1
4,10,220513,1
4,10,220201,1
4,10,231102,2
4,10,150506,2
4,10,220399,1
4,10,220605,2
4,10,100402,1
4,10,100103,2
4,10,110106,1
4,10,201004,2
4,10,301102,1
4,10,200608,1
4,10,150505,2
4,10,300801,1
4,10,331999,1
4,10,200301,1
4,10,201401,4
4,10,230203,1
4,10,150104,1
4,10,120313,2
4,10,220302,4
4,10,221003,2
4,10,210402,2
4,10,220298,1
4,10,300602,1
4,10,151501,1
4,10,150503,4
4,10,100102,1
4,10,220904,1
4,10,301609,1
4,10,341502,1
4,10,200809,2
4,10,150801,1
4,10,120303,1
4,10,130201,2
4,10,230201,2
4,10,130801,3
4,10,330101,1
4,10,220801,1
4,10,231001,1
4,10,151802,1
4,10,311911,1
4,10,220208,2
4,10,220104,3
4,10,151301,1
4,10,200201,1
4,10,220515,1
4,10,220608,3
4,10,200604,1
4,10,201503,1
4,10,120201,3
4,10,301608,1
4,10,151099,1
4,10,220307,1
4,10,220204,2
4,10,150599,2
4,10,151799,1
4,10,221004,4
4,10,340701,1
4,10,200605,1
4,10,230202,1
4,10,220710,2
4,10,201301,1
4,10,230604,1
4,10,151503,1
4,10,210301,1
4,10,301303,2
4,10,200606,1
4,10,200204,1
4,10,220601,2
4,10,201105,1
4,10,301602,1
4,10,110402,1
4,10,311401,1
4,10,221202,1
4,10,220199,1
4,10,220305,1
4,10,201111,1
4,10,301801,1
4,10,220101,1
4,10,150502,2
4,10,220502,1
4,10,120309,1
4,10,301603,2
4,10,311105,1
4,10,300206,1
4,10,322701,1
4,10,220408,1
4,10,120204,1
4,11,120102,27
4,11,120201,4
4,11,150502,1
4,11,120104,26
4,11,201101,1
4,11,220111,4
4,11,130101,6
4,11,220199,1
4,11,120309,3
4,11,151803,2
4,11,221004,1
4,11,120101,19
4,11,151701,2
4,11,300605,1
4,11,201107,1
4,11,120106,9
4,11,130803,5
4,11,231404,3
4,11,220102,2
4,11,230202,1
4,11,220603,5
4,11,201103,1
4,11,150503,2
4,11,231302,1
4,11,220801,2
4,11,311403,1
4,11,150101,2
4,11,151801,4
4,11,120305,3
4,11,220709,1
4,11,220399,7
4,11,130801,6
4,11,220499,1
4,11,220710,1
4,11,300206,2
4,11,201102,2
4,11,220106,2
4,11,301603,8
4,11,120313,9
4,11,220405,4
4,11,340703,1
4,11,151503,1
4,11,200599,1
4,11,120307,5
4,11,221201,1
4,11,220699,2
4,11,220599,1
4,11,220608,2
4,11,230703,2
4,11,301606,1
4,11,230399,1
4,11,220203,3
4,11,200601,1
4,11,220104,1
4,11,201501,1
4,11,311704,1
4,11,220601,1
4,11,200501,5
4,11,300604,3
4,11,120105,6
4,11,120303,4
4,11,152101,4
4,11,200203,1
4,11,301608,1
4,11,150501,3
4,11,230304,4
4,11,220201,2
4,11,220208,2
4,11,231102,1
4,11,151813,2
4,11,220110,1
4,11,220503,1
4,11,120204,4
4,11,120103,2
4,11,100101,8
4,11,210503,1
4,11,150203,2
4,11,230203,2
4,11,301301,2
4,11,151810,2
4,11,151805,1
4,11,220301,2
4,11,120107,1
4,11,150199,1
4,11,221202,2
4,11,120302,2
4,11,210111,1
4,11,120109,2
4,11,200903,1
4,11,200603,2
4,11,230501,1
4,11,201111,2
4,11,150505,2
4,11,150504,2
4,11,220302,5
4,11,220802,1
4,11,220515,1
4,11,110107,1
4,11,230705,1
4,11,340403,1
4,11,200799,1
4,11,230604,2
4,11,220512,2
4,11,220205,6
4,11,301303,4
4,11,220403,1
4,11,220513,1
4,11,120301,1
4,11,151802,1
4,11,311706,1
4,11,230901,1
4,11,150802,1
4,11,100104,1
4,11,110402,1
4,11,200711,1
4,11,200902,1
4,11,220107,1
4,11,300804,1
4,11,201104,1
4,11,150105,1
4,11,201201,1
4,11,220904,1
4,11,300801,1
4,11,230305,1
4,11,220305,1
4,11,120502,1
4,11,220103,1
4,11,200202,1
4,11,120205,1
4,11,220705,1
4,11,230502,1
4,11,150305,1
4,11,230701,1
4,11,150902,1
4,11,300305,1
4,11,130201,1
4,11,220101,1
4,11,230404,1
4,11,150102,1
4,11,201403,1
4,11,201105,2
4,11,300601,1
4,11,201304,1
4,11,230301,2
4,11,220905,1
4,12,120313,12
4,12,150501,6
4,12,311604,3
4,12,230203,1
4,12,120105,7
4,12,152101,13
4,12,200806,2
4,12,200902,4
4,12,220503,1
4,12,200903,2
4,12,220208,5
4,12,300602,1
4,12,120102,28
4,12,301301,4
4,12,120303,6
4,12,201401,9
4,12,220605,2
4,12,151806,3
4,12,150101,2
4,12,120301,1
4,12,120306,8
4,12,150504,4
4,12,120309,7
4,12,151902,3
4,12,230302,1
4,12,130102,1
4,12,300804,2
4,12,120104,21
4,12,100101,12
4,12,120307,7
4,12,220107,1
4,12,200709,1
4,12,220299,4
4,12,200201,1
4,12,220205,6
4,12,200607,1
4,12,220302,4
4,12,221005,2
4,12,220111,7
4,12,230703,2
4,12,120101,17
4,12,230304,2
4,12,100202,1
4,12,201203,1
4,12,151801,2
4,12,120201,9
4,12,220405,4
4,12,151803,1
4,12,201402,1
4,12,201306,1
4,12,230599,1
4,12,120106,12
4,12,230901,3
4,12,300701,2
4,12,220513,3
4,12,221202,1
4,12,220608,1
4,12,220499,2
4,12,220514,2
4,12,220512,3
4,12,130101,1
4,12,220603,3
4,12,200807,1
4,12,150503,2
4,12,300702,1
4,12,301303,2
4,12,200601,2
4,12,151103,1
4,12,200105,2
4,12,220305,1
4,12,220799,5
4,12,322701,1
4,12,150505,2
4,12,151802,1
4,12,220999,1
4,12,220710,1
4,12,340701,1
4,12,230502,3
4,12,151799,2
4,12,220301,3
4,12,220904,1
4,12,200202,1
4,12,120302,3
4,12,120204,2
4,12,300604,1
4,12,220403,2
4,12,230604,2
4,12,301603,1
4,12,301802,1
4,12,220699,2
4,12,301801,2
4,12,100404,1
4,12,100402,2
4,12,100103,1
4,12,150404,1
4,12,201503,1
4,12,342701,1
4,12,220399,2
4,12,220801,1
4,12,130603,1
4,12,210107,1
4,12,120103,4
4,12,221003,1
4,12,100102,1
4,12,100104,2
4,12,110302,1
4,12,220102,4
4,12,210301,1
4,12,220206,1
4,12,220708,1
4,12,230103,1
4,12,332002,1
4,12,230204,1
4,12,200505,1
4,12,220304,1
4,12,220113,1
4,12,201201,1
4,12,300803,1
4,12,201301,1
4,12,300802,1
4,12,201103,2
4,12,201505,2
4,12,230102,1
4,12,200606,1
4,12,220203,1
4,12,220101,2
4,12,220201,1
4,12,220706,1
4,12,200803,1
4,12,230907,1
4,12,310102,1
4,12,301804,1
4,12,300601,1
4,12,200906,1
4,12,110107,1
4,12,340201,1
4,12,152104,1
4,12,201107,1
4,12,220701,1
4,12,301101,1
4,12,151503,1
4,13,301603,4
4,13,120102,34
4,13,220101,2
4,13,220205,4
4,13,151704,1
4,13,120101,27
4,13,120306,4
4,13,200709,1
4,13,220499,3
4,13,300801,1
4,13,151803,2
4,13,120313,8
4,13,120106,8
4,13,201107,2
4,13,301608,2
4,13,201401,8
4,13,120305,2
4,13,230901,4
4,13,120303,3
4,13,150101,1
4,13,120104,28
4,13,120307,2
4,13,152101,9
4,13,150801,1
4,13,120309,7
4,13,201501,2
4,13,201103,1
4,13,300604,2
4,13,151801,1
4,13,150501,2
4,13,220513,3
4,13,200806,1
4,13,301101,1
4,13,220206,1
4,13,120501,1
4,13,120105,2
4,13,201403,3
4,13,120201,3
4,13,220201,1
4,13,120205,1
4,13,151805,2
4,13,201004,1
4,13,151902,1
4,13,151899,2
4,13,200105,3
4,13,301004,1
4,13,150104,2
4,13,200803,1
4,13,110107,2
4,13,151802,1
4,13,210402,2
4,13,220106,1
4,13,110201,1
4,13,220299,4
4,13,220512,6
4,13,151399,1
4,13,200607,1
4,13,220701,1
4,13,130803,3
4,13,220113,2
4,13,210202,1
4,13,130801,2
4,13,220603,3
4,13,200603,3
4,13,220503,3
4,13,130101,4
4,13,109903,1
4,13,220405,4
4,13,150503,2
4,13,200299,1
4,13,301802,1
4,13,201402,2
4,13,150504,1
4,13,210301,2
4,13,100104,2
4,13,220102,1
4,13,100101,4
4,13,301303,1
4,13,210303,1
4,13,200604,1
4,13,200905,1
4,13,220799,1
4,13,151701,2
4,13,200202,1
4,13,311007,1
4,13,200903,1
4,13,200807,1
4,13,220108,1
4,13,220402,1
4,13,120103,1
4,13,151806,1
4,13,311802,1
4,13,220601,1
4,13,220208,3
4,13,231103,2
4,13,151299,1
4,13,200501,2
4,13,200906,1
4,13,311405,1
4,13,210501,1
4,13,220199,1
4,13,342701,1
4,13,201404,1
4,13,210601,1
4,13,150502,3
4,13,151003,1
4,13,201302,3
4,13,312001,1
4,13,120302,1
4,13,220605,1
4,13,301301,1
4,13,220301,1
4,13,220699,1
4,13,110302,1
4,13,220202,2
4,13,300701,1
4,13,150904,1
4,13,220307,1
4,13,200201,1
4,13,230305,1
4,13,150599,1
4,13,120204,1
4,14,220601,2
4,14,120105,8
4,14,120307,11
4,14,151002,1
4,14,220202,1
4,14,220606,1
4,14,152101,11
4,14,150501,5
4,14,151701,4
4,14,120104,26
4,14,150505,5
4,14,301701,1
4,14,120102,22
4,14,200105,3
4,14,151802,5
4,14,220104,1
4,14,220106,4
4,14,200501,3
4,14,220302,7
4,14,120303,6
4,14,220603,1
4,14,230203,2
4,14,100402,2
4,14,200803,2
4,14,220112,3
4,14,220512,5
4,14,120101,15
4,14,151902,3
4,14,230101,1
4,14,301603,3
4,14,150302,2
4,14,120109,2
4,14,120306,7
4,14,331903,3
4,14,300804,1
4,14,230604,2
4,14,200709,2
4,14,221004,2
4,14,120201,3
4,14,322701,1
4,14,220301,5
4,14,301304,1
4,14,151206,1
4,14,150502,3
4,14,130801,2
4,14,220111,8
4,14,120204,2
4,14,130101,3
4,14,220101,2
4,14,220204,2
4,14,200603,1
4,14,231601,1
4,14,200706,2
4,14,100404,2
4,14,151810,2
4,14,220599,3
4,14,220801,3
4,14,120309,6
4,14,301302,1
4,14,300501,1
4,14,220208,6
4,14,200903,1
4,14,340703,3
4,14,300601,3
4,14,120302,5
4,14,120313,14
4,14,220108,2
4,14,220102,5
4,14,150503,1
4,14,151804,3
4,14,120106,8
4,14,220504,2
4,14,300704,1
4,14,220703,1
4,14,150504,6
4,14,301802,4
4,14,150599,1
4,14,301301,4
4,14,301801,1
4,14,201404,1
4,14,221202,2
4,14,151805,2
4,14,201302,1
4,14,220110,2
4,14,230399,1
4,14,201401,3
4,14,120205,2
4,14,220799,1
4,14,120103,2
4,14,220605,2
4,14,220607,2
4,14,220711,2
4,14,200201,2
4,14,301303,1
4,14,301608,3
4,14,230705,1
4,14,151801,1
4,14,201306,1
4,14,231099,1
4,14,220299,3
4,14,201107,2
4,14,151503,1
4,14,311804,1
4,14,220405,2
4,14,230602,1
4,14,220107,1
4,14,220402,1
4,14,220507,2
4,14,221101,1
4,14,120305,6
4,14,220901,1
4,14,151704,1
4,14,221003,2
4,14,220298,1
4,14,201102,1
4,14,340701,2
4,14,220201,1
4,14,220205,8
4,14,200801,1
4,14,120301,2
4,14,300102,1
4,14,201103,1
4,14,200711,1
4,14,200607,3
4,14,150805,1
4,14,331504,1
4,14,220604,1
4,14,220203,1
4,14,201001,1
4,14,230202,1
4,14,230699,1
4,14,200906,1
4,14,301602,1
4,14,220608,1
4,14,130201,1
4,14,100101,4
4,14,220708,1
4,14,311803,1
4,14,151813,1
4,14,200503,1
4,14,130603,1
4,14,110107,1
4,14,150199,1
4,14,151803,1
4,14,201110,1
4,14,220802,1
4,14,200502,1
4,14,200506,1
4,14,340201,1
4,14,220701,1
4,14,201301,1
4,14,230103,1
4,14,300801,1
4,14,220113,1
4,14,150801,1
4,14,100504,1
4,14,201499,1
4,14,210107,1
4,14,220199,1
4,14,150506,1
4,14,220503,2
4,14,231102,2
4,14,200902,1
4,14,230304,1
4,14,342701,1
4,14,332501,1
4,14,151899,1
4,14,210699,1
4,14,220109,1
4,15,220101,6
4,15,201201,2
4,15,301603,7
4,15,220208,5
4,15,210402,4
4,15,151809,1
4,15,120101,28
4,15,220513,6
4,15,120102,41
4,15,301608,6
4,15,200105,1
4,15,120106,6
4,15,300701,4
4,15,220199,1
4,15,120201,2
4,15,150503,4
4,15,120104,25
4,15,201107,9
4,15,100404,1
4,15,301606,2
4,15,301301,5
4,15,230203,1
4,15,200803,1
4,15,301601,2
4,15,120313,16
4,15,220302,12
4,15,221099,1
4,15,152101,12
4,15,150504,9
4,15,150505,2
4,15,220102,4
4,15,311405,1
4,15,151704,1
4,15,220299,3
4,15,100104,3
4,15,100101,11
4,15,130801,3
4,15,120303,9
4,15,230502,1
4,15,151804,9
4,15,200603,2
4,15,231201,2
4,15,130603,2
4,15,220405,2
4,15,120302,6
4,15,220301,4
4,15,151806,2
4,15,150801,4
4,15,300702,1
4,15,120105,9
4,15,221202,1
4,15,220801,3
4,15,150104,1
4,15,151503,5
4,15,200501,4
4,15,220109,1
4,15,200807,3
4,15,150501,5
4,15,201102,6
4,15,201111,5
4,15,150404,2
4,15,150305,1
4,15,312601,1
4,15,301101,1
4,15,220499,4
4,15,120205,2
4,15,120306,8
4,15,200804,1
4,15,201401,4
4,15,100402,1
4,15,301801,3
4,15,201302,2
4,15,221004,2
4,15,150502,4
4,15,220710,3
4,15,301804,5
4,15,220708,1
4,15,220399,5
4,15,230101,3
4,15,151701,3
4,15,120301,2
4,15,200902,3
4,15,201404,3
4,15,100102,3
4,15,220802,4
4,15,220205,6
4,15,301607,1
4,15,151902,2
4,15,120501,2
4,15,300301,1
4,15,130101,3
4,15,151801,1
4,15,200601,1
4,15,220606,2
4,15,100103,3
4,15,151304,2
4,15,150199,1
4,15,220503,2
4,15,301602,1
4,15,201104,2
4,15,230703,1
4,15,220403,1
4,15,230499,1
4,15,220607,3
4,15,120305,2
4,15,220603,1
4,15,120309,7
4,15,220106,3
4,15,200801,1
4,15,201301,1
4,15,220204,2
4,15,301406,1
4,15,300801,1
4,15,300601,1
4,15,200903,2
4,15,151805,1
4,15,200809,1
4,15,230602,1
4,15,120307,7
4,15,220711,2
4,15,220904,1
4,15,220601,3
4,15,120204,1
4,15,332099,1
4,15,120103,3
4,15,200201,1
4,15,100401,3
4,15,201405,2
4,15,151301,3
4,15,221005,1
4,15,300604,1
4,15,220202,4
4,15,220608,2
4,15,220107,1
4,15,201402,1
4,15,300499,1
4,15,200301,3
4,15,220511,1
4,15,201103,5
4,15,220108,1
4,15,201304,1
4,15,151901,1
4,15,151803,2
4,15,151399,1
4,15,210603,1
4,15,110107,3
4,15,151813,1
4,15,301609,1
4,15,200303,2
4,15,230399,1
4,15,110302,1
4,15,200709,1
4,15,200505,1
4,15,231601,1
4,15,201306,1
4,15,231602,1
4,15,220510,1
4,15,150105,1
4,15,201199,1
4,15,230705,1
4,15,230102,1
4,15,200602,1
4,15,150506,1
4,15,220512,1
4,15,220699,1
4,15,301501,1
4,15,301004,1
4,15,230699,1
4,15,301303,1
4,15,110201,1
4,15,201499,1
4,15,220298,1
4,15,221003,1
4,15,151799,1
4,15,200805,1
4,15,220905,1
4,15,210501,1
4,15,311410,1
4,15,230302,1
4,15,230704,1
4,15,110104,1
4,15,341701,1
4,15,301701,1
4,15,220104,1
4,17,120101,21
4,17,120313,8
4,17,201401,5
4,17,300402,1
4,17,200903,1
4,17,120102,27
4,17,301603,2
4,17,120109,3
4,17,130801,3
4,17,151701,3
4,17,151801,6
4,17,200999,1
4,17,120103,4
4,17,220699,1
4,17,150202,2
4,17,151804,2
4,17,100402,1
4,17,200805,4
4,17,220113,1
4,17,220605,2
4,17,120104,31
4,17,220208,2
4,17,220603,3
4,17,230305,2
4,17,301608,2
4,17,301802,4
4,17,120106,4
4,17,120306,3
4,17,210507,1
4,17,311204,3
4,17,200599,1
4,17,150504,4
4,17,120301,1
4,17,201105,1
4,17,230704,1
4,17,301501,2
4,17,120303,3
4,17,230101,1
4,17,150105,1
4,17,220302,3
4,17,220301,2
4,17,152101,5
4,17,300802,1
4,17,130101,6
4,17,221003,4
4,17,120201,1
4,17,220106,1
4,17,220299,1
4,17,221004,3
4,17,151304,3
4,17,300206,1
4,17,220608,1
4,17,210302,1
4,17,151703,1
4,17,220513,6
4,17,220503,2
4,17,151813,1
4,17,200201,3
4,17,201306,2
4,17,230501,2
4,17,100101,7
4,17,201111,3
4,17,332201,1
4,17,151802,1
4,17,200906,1
4,17,220204,2
4,17,220499,3
4,17,220801,4
4,17,120307,4
4,17,201302,2
4,17,311105,1
4,17,312601,2
4,17,120305,5
4,17,220199,1
4,17,230102,1
4,17,120302,9
4,17,150501,3
4,17,200104,1
4,17,201103,3
4,17,301804,2
4,17,230199,1
4,17,301301,2
4,17,200902,3
4,17,200709,1
4,17,230602,1
4,17,150101,1
4,17,200607,1
4,17,220202,2
4,17,220602,1
4,17,220501,1
4,17,220601,1
4,17,150503,1
4,17,230204,1
4,17,100404,1
4,17,120205,1
4,17,120309,2
4,17,220111,3
4,17,220510,1
4,17,152104,1
4,17,201101,1
4,17,220904,2
4,17,100104,1
4,17,120204,1
4,17,231404,1
4,17,220298,1
4,17,341701,1
4,17,200501,2
4,17,201299,1
4,17,220399,4
4,17,200601,1
4,17,150506,2
4,17,340207,1
4,17,201107,1
4,17,130201,1
4,17,200703,1
4,17,220201,1
4,17,342401,1
4,17,301801,1
4,17,200701,2
4,17,150404,1
4,17,300801,1
4,17,220512,2
4,17,210501,1
4,17,310603,1
4,17,231601,1
4,17,200101,4
4,17,120105,2
4,17,151704,1
4,17,151805,1
4,17,221202,1
4,17,150302,1
4,17,221201,1
4,17,220902,1
4,17,201102,1
4,17,201004,1
4,17,301805,1
4,17,301004,1
4,17,150801,1
4,17,310201,1
4,17,201301,1
4,17,230502,1
4,17,150502,2
4,17,130803,1
4,17,200905,1
4,17,230603,1
4,17,220303,1
4,17,220101,1
4,17,200299,1
4,17,220607,1
4,18,151802,1
4,18,220298,3
4,18,120103,4
4,18,152101,9
4,18,152104,1
4,18,200705,1
4,18,301602,2
4,18,120102,21
4,18,220202,6
4,18,200809,4
4,18,201103,4
4,18,120101,20
4,18,150504,2
4,18,220107,5
4,18,220208,8
4,18,120302,3
4,18,200201,3
4,18,220299,1
4,18,110106,1
4,18,150505,1
4,18,220205,11
4,18,120104,27
4,18,120107,1
4,18,201302,2
4,18,230304,1
4,18,120313,12
4,18,220111,7
4,18,220301,3
4,18,220802,2
4,18,201307,1
4,18,230704,1
4,18,120105,5
4,18,200301,2
4,18,210301,1
4,18,120106,15
